Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,K,D,Daily_Return,Moving_Avg_20,Moving_Avg_50
2023-12-20 00:00:00+05:30,432.57,439.2,399.18,403.72,3841579,0.0,0.0,48.92,5.95,27.36,-6.1,429.23,406.54
2023-12-21 00:00:00+05:30,404.62,421.16,396.34,415.98,3248379,0.0,0.0,47.57,24.83,21.85,3.04,429.19,406.64
2023-12-22 00:00:00+05:30,418.62,421.81,406.21,407.96,2209991,0.0,0.0,45.17,14.68,15.15,-1.93,428.98,406.66
2023-12-26 00:00:00+05:30,418.62,421.81,411.74,413.79,3727266,0.0,0.0,49.98,22.05,20.52,1.43,428.69,407.01
2023-12-27 00:00:00+05:30,416.28,419.12,407.46,409.5,1936541,0.0,0.0,39.53,16.64,17.79,-1.04,428.76,407.39
2023-12-28 00:00:00+05:30,412.09,412.24,405.17,406.71,1233428,0.0,0.0,28.7,13.11,17.27,-0.68,428.43,407.71
2023-12-29 00:00:00+05:30,407.21,413.64,406.06,407.71,2226096,0.0,0.0,30.99,16.79,15.51,0.25,428.46,407.86
2024-01-01 00:00:00+05:30,411.54,412.24,407.51,408.7,1840554,0.0,0.0,29.13,19.81,16.57,0.24,427.74,407.99
2024-01-02 00:00:00+05:30,408.7,412.64,402.82,407.61,1835815,0.0,0.0,31.96,18.05,18.22,-0.27,426.96,408.26
2024-01-03 00:00:00+05:30,408.2,421.41,406.46,409.9,3138198,0.0,0.0,25.83,21.73,19.86,0.56,426.76,408.45
2024-01-04 00:00:00+05:30,411.99,426.64,409.7,424.9,4618595,0.0,0.0,37.9,50.09,29.95,3.66,426.13,409.22
2024-01-05 00:00:00+05:30,427.09,430.08,415.03,418.57,3640549,0.0,0.0,41.97,46.65,39.49,-1.49,424.22,410.09
2024-01-08 00:00:00+05:30,420.66,424.5,415.63,418.07,1594630,0.0,0.0,40.98,48.34,48.36,-0.12,422.61,411.15
2024-01-09 00:00:00+05:30,420.61,456.84,418.72,453.36,15022810,0.0,0.0,59.61,94.23,63.07,8.44,422.56,412.42
2024-01-10 00:00:00+05:30,455.5,468.46,455.5,463.27,9076720,0.0,0.0,78.2,92.81,78.46,2.19,423.55,413.84
2024-01-11 00:00:00+05:30,465.62,482.41,454.1,479.12,7777374,0.0,0.0,78.91,95.87,94.3,3.42,424.81,415.53
2024-01-12 00:00:00+05:30,482.01,483.31,470.6,481.91,6100637,0.0,0.0,85.57,98.27,95.65,0.58,426.43,417.48
2024-01-15 00:00:00+05:30,481.36,483.21,469.05,471.9,2006047,0.0,0.0,76.87,85.82,93.32,-2.08,428.36,419.4
2024-01-16 00:00:00+05:30,471.9,473.44,454.5,464.07,2560974,0.0,0.0,74.43,76.1,86.73,-1.66,429.83,420.83
2024-01-17 00:00:00+05:30,450.52,472.74,450.17,470.55,3771709,0.0,0.0,77.67,84.15,82.02,1.4,431.86,422.39
2024-01-18 00:00:00+05:30,469.25,479.92,455.5,477.18,4329665,0.0,0.0,78.71,92.38,84.21,1.41,435.54,424.23
2024-01-19 00:00:00+05:30,481.41,508.33,481.41,499.75,8422478,0.0,0.0,81.93,91.88,89.47,4.73,439.73,426.53
2024-01-23 00:00:00+05:30,511.32,514.5,472.44,483.31,4062512,0.0,0.0,73.97,71.13,85.13,-3.29,443.49,428.53
2024-01-24 00:00:00+05:30,473.44,496.86,465.57,487.19,6192346,0.0,0.0,74.23,73.94,78.98,0.8,447.16,430.6
2024-01-25 00:00:00+05:30,491.23,499.6,479.62,486.05,1873409,0.0,0.0,70.99,71.39,72.15,-0.24,450.99,432.7
2024-01-29 00:00:00+05:30,490.83,503.19,489.34,494.67,2296482,0.0,0.0,75.72,79.94,75.09,1.77,455.39,434.77
2024-01-30 00:00:00+05:30,497.36,498.76,486.05,488.34,1725003,0.0,0.0,72.85,72.68,74.67,-1.28,459.42,436.56
2024-01-31 00:00:00+05:30,492.88,506.93,489.54,503.09,2885641,0.0,0.0,68.66,82.26,78.3,3.02,464.14,438.71
2024-02-01 00:00:00+05:30,505.83,505.83,488.39,490.04,1925034,0.0,0.0,59.81,61.97,72.3,-2.6,468.26,440.54
2024-02-02 00:00:00+05:30,493.18,500.2,476.28,481.31,2771930,0.0,0.0,50.85,48.41,64.21,-1.78,471.83,442.16
2024-02-05 00:00:00+05:30,486.2,505.29,484.2,491.28,2921559,0.0,0.0,53.43,63.9,58.09,2.07,475.15,444.01
2024-02-06 00:00:00+05:30,493.57,502.15,485.5,490.04,2051836,0.0,0.0,57.1,61.97,58.09,-0.25,478.73,445.47
2024-02-07 00:00:00+05:30,492.28,507.68,490.09,492.33,3369728,0.0,0.0,61.57,65.53,63.8,0.47,482.44,447.08
2024-02-08 00:00:00+05:30,495.27,518.29,495.17,505.19,5703530,0.0,0.0,63.47,79.13,68.88,2.61,485.03,448.79
2024-02-09 00:00:00+05:30,507.33,510.22,482.51,498.56,3188552,0.0,0.0,58.32,62.57,69.08,-1.31,486.79,450.6
2024-02-12 00:00:00+05:30,505.98,519.94,492.88,495.57,6118550,0.0,0.0,48.08,55.18,65.63,-0.6,487.62,452.24
2024-02-13 00:00:00+05:30,505.78,505.78,483.16,485.45,4131893,0.0,0.0,51.04,36.57,51.44,-2.04,487.79,453.81
2024-02-14 00:00:00+05:30,472.44,484.1,472.44,478.12,2319951,0.0,0.0,45.72,11.96,34.57,-1.51,488.1,454.91
2024-02-15 00:00:00+05:30,482.91,491.68,481.41,482.56,2197718,0.0,0.0,48.4,21.3,23.28,0.93,489.03,456.1
2024-02-16 00:00:00+05:30,486.8,487.89,477.58,478.87,1131246,0.0,0.0,42.43,13.54,15.6,-0.76,489.44,457.4
2024-02-19 00:00:00+05:30,482.51,500.25,478.92,497.61,4573746,0.0,0.0,53.97,52.99,29.28,3.91,490.47,458.6
2024-02-20 00:00:00+05:30,496.12,496.36,484.9,488.99,2420333,0.0,0.0,43.63,34.84,33.79,-1.73,489.93,459.24
2024-02-21 00:00:00+05:30,488.99,492.38,479.02,483.06,1545884,0.0,0.0,46.63,22.35,36.73,-1.21,489.92,459.9
2024-02-22 00:00:00+05:30,484.3,494.97,481.21,486.4,2107198,0.0,0.0,52.59,29.38,28.86,0.69,489.88,460.54
2024-02-23 00:00:00+05:30,488.14,509.07,484.5,505.19,5304876,0.0,0.0,56.5,68.94,40.22,3.86,490.83,461.77
2024-02-26 00:00:00+05:30,509.82,536.18,508.57,521.98,14220530,0.0,0.0,63.03,77.72,58.68,3.32,492.2,463.13
2024-02-27 00:00:00+05:30,523.72,530.75,499.21,520.14,5937986,0.0,0.0,61.39,74.82,73.83,-0.35,493.79,464.55
2024-02-28 00:00:00+05:30,520.78,521.78,501.35,505.93,3249733,0.0,0.0,50.3,52.54,68.36,-2.73,493.93,466.0
2024-02-29 00:00:00+05:30,505.33,510.12,488.59,506.63,6047978,0.0,0.0,53.44,53.64,60.33,0.14,494.76,467.44
2024-03-01 00:00:00+05:30,506.63,513.11,499.6,502.0,4229025,0.0,0.0,52.7,46.36,50.85,-0.91,495.79,468.88
2024-03-04 00:00:00+05:30,505.14,518.99,504.34,515.2,7041914,0.0,0.0,62.17,67.08,55.69,2.63,496.99,471.11
2024-03-05 00:00:00+05:30,515.3,518.09,505.43,507.83,1265026,0.0,0.0,62.14,51.62,55.02,-1.43,497.88,472.95
2024-03-06 00:00:00+05:30,511.02,514.7,492.63,510.37,3355263,0.0,0.0,61.55,55.95,58.22,0.5,498.78,475.0
2024-03-07 00:00:00+05:30,512.31,525.27,509.07,513.56,1551197,0.0,0.0,64.46,60.49,56.02,0.62,499.2,476.99
2024-03-11 00:00:00+05:30,514.31,515.1,499.9,507.33,1647238,0.0,0.0,54.52,49.52,55.32,-1.21,499.64,478.95
2024-03-12 00:00:00+05:30,507.33,512.26,489.54,507.63,3644807,0.0,0.0,59.41,50.04,53.35,0.06,500.24,480.97
2024-03-13 00:00:00+05:30,506.13,506.13,458.49,459.54,5554982,0.0,0.0,41.67,1.35,33.64,-9.47,498.95,482.0
2024-03-14 00:00:00+05:30,458.49,480.27,450.71,475.28,3198205,0.0,0.0,46.38,28.75,26.71,3.43,498.8,483.34
2024-03-15 00:00:00+05:30,479.42,497.86,471.0,496.26,5941930,0.0,0.0,47.14,53.29,27.8,4.41,499.49,485.11
2024-03-18 00:00:00+05:30,498.36,500.5,479.42,493.77,2663154,0.0,0.0,40.04,53.8,45.28,-0.5,500.23,486.79
2024-03-19 00:00:00+05:30,486.35,494.27,473.44,481.21,1848152,0.0,0.0,37.22,40.91,49.33,-2.54,499.41,487.91
2024-03-20 00:00:00+05:30,480.42,493.27,477.08,487.54,1667394,0.0,0.0,43.63,49.4,48.04,1.32,499.34,489.29
2024-03-21 00:00:00+05:30,492.88,505.33,491.18,502.89,2459438,0.0,0.0,48.82,69.99,53.43,3.15,500.33,490.99
2024-03-22 00:00:00+05:30,503.14,515.8,498.41,513.76,2676903,0.0,0.0,53.56,84.56,67.98,2.16,501.7,492.2
2024-03-26 00:00:00+05:30,519.24,526.96,507.78,511.51,2405945,0.0,0.0,48.8,79.74,78.09,-0.44,502.02,493.16
2024-03-27 00:00:00+05:30,511.61,525.27,511.61,514.95,3169799,0.0,0.0,52.37,84.25,82.85,0.67,501.67,493.88
2024-03-28 00:00:00+05:30,523.23,531.75,519.89,527.16,4207650,0.0,0.0,55.25,94.34,86.11,2.37,502.02,494.78
2024-04-01 00:00:00+05:30,531.25,536.08,513.51,516.75,2547243,0.0,0.0,50.95,77.35,85.31,-1.98,502.56,495.68
2024-04-02 00:00:00+05:30,517.84,541.22,517.84,540.42,4041053,0.0,0.0,58.96,99.12,90.27,4.58,504.25,497.21
2024-04-03 00:00:00+05:30,545.2,581.98,540.87,579.44,17570174,0.0,0.0,66.07,98.06,91.51,7.22,508.12,499.38
2024-04-04 00:00:00+05:30,580.09,602.02,575.2,581.14,8023364,0.0,0.0,84.35,86.2,94.46,0.29,511.42,501.46
2024-04-05 00:00:00+05:30,581.88,598.03,580.59,597.13,3623564,0.0,0.0,84.37,96.27,93.51,2.75,515.88,503.41
2024-04-08 00:00:00+05:30,600.02,630.02,599.97,625.44,6476004,0.0,0.0,84.99,97.07,93.18,4.74,521.64,506.25
2024-04-09 00:00:00+05:30,627.93,628.58,594.39,611.09,8876328,0.0,0.0,79.86,87.91,93.75,-2.29,526.51,508.73
2024-04-10 00:00:00+05:30,613.48,627.93,610.04,614.03,3433168,0.0,0.0,85.54,89.54,91.51,0.48,531.85,511.29
2024-04-12 00:00:00+05:30,614.97,625.34,607.6,614.43,3756080,0.0,0.0,85.07,88.77,88.74,0.06,537.19,513.69
2024-04-15 00:00:00+05:30,589.26,613.98,586.42,607.5,2834063,0.0,0.0,80.32,82.89,87.06,-1.13,544.59,516.07
2024-04-16 00:00:00+05:30,604.01,609.99,594.54,600.07,4629977,0.0,0.0,75.53,75.5,82.38,-1.22,550.83,518.01
2024-04-18 00:00:00+05:30,600.07,630.92,600.07,626.44,5774203,0.0,0.0,79.75,96.24,84.88,4.39,557.33,520.74
2024-04-19 00:00:00+05:30,619.96,636.6,609.64,624.64,3564737,0.0,0.0,78.64,90.28,87.34,-0.29,563.88,523.6
2024-04-22 00:00:00+05:30,647.87,647.87,605.06,609.44,4322386,0.0,0.0,71.15,71.4,85.98,-2.43,570.29,525.97
2024-04-23 00:00:00+05:30,614.23,622.2,607.0,614.33,3430025,0.0,0.0,75.82,74.2,78.63,0.8,576.63,528.45
2024-04-24 00:00:00+05:30,617.91,623.84,593.05,598.43,3340579,0.0,0.0,66.01,53.8,66.47,-2.59,581.4,530.57
2024-04-25 00:00:00+05:30,601.02,611.63,600.12,602.71,1539624,0.0,0.0,57.94,37.86,55.29,0.72,585.85,532.53
2024-04-26 00:00:00+05:30,603.96,607.25,597.18,598.93,1929533,0.0,0.0,55.99,27.26,39.64,-0.63,590.22,534.53
2024-04-29 00:00:00+05:30,601.97,604.01,595.04,601.32,917096,0.0,0.0,51.55,24.25,29.79,0.4,594.54,536.65
2024-04-30 00:00:00+05:30,603.71,629.92,602.07,627.48,5137464,0.0,0.0,50.77,66.83,39.45,4.35,599.56,539.49
2024-05-02 00:00:00+05:30,630.02,644.23,628.93,636.15,2927025,0.0,0.0,59.86,80.94,57.34,1.38,605.53,542.65
2024-05-03 00:00:00+05:30,636.15,643.78,618.86,640.09,2585406,0.0,0.0,60.17,87.35,78.37,0.62,610.51,545.8
2024-05-06 00:00:00+05:30,640.14,640.54,609.64,615.52,2715347,0.0,0.0,50.36,47.36,71.88,-3.84,612.31,548.53
2024-05-07 00:00:00+05:30,617.71,618.61,577.1,582.13,4215319,0.0,0.0,42.9,7.11,47.27,-5.42,612.36,550.22
2024-05-08 00:00:00+05:30,590.06,615.92,551.33,555.42,11177701,0.0,0.0,38.73,4.23,19.57,-4.59,610.28,551.55
2024-05-09 00:00:00+05:30,564.14,580.69,523.28,529.21,10773010,0.0,0.0,25.43,4.76,5.37,-4.72,605.47,552.47
2024-05-10 00:00:00+05:30,536.23,572.11,518.49,568.38,10273764,0.0,0.0,38.04,38.56,15.85,7.4,603.33,554.11
2024-05-13 00:00:00+05:30,568.38,574.61,550.19,572.51,3934451,0.0,0.0,41.76,42.96,28.76,0.73,601.26,555.46
2024-05-14 00:00:00+05:30,575.95,601.87,571.17,597.73,6001660,0.0,0.0,46.61,63.02,48.18,4.4,600.42,556.98
2024-05-15 00:00:00+05:30,603.01,633.51,590.35,596.09,7636943,0.0,0.0,49.49,61.71,55.9,-0.28,599.85,558.49
2024-05-16 00:00:00+05:30,602.12,609.99,588.41,592.2,4501917,0.0,0.0,47.71,58.62,61.12,-0.65,599.46,560.22
2024-05-17 00:00:00+05:30,593.99,607.55,586.32,591.95,3776753,0.0,0.0,48.46,58.42,59.59,-0.04,597.73,561.93
2024-05-21 00:00:00+05:30,597.93,615.92,589.81,601.92,4562832,0.0,0.0,50.13,66.35,61.13,1.68,596.6,563.92
2024-05-22 00:00:00+05:30,604.96,617.86,599.52,607.45,5160226,0.0,0.0,45.3,70.75,65.17,0.92,596.5,565.77
2024-05-23 00:00:00+05:30,609.89,623.94,608.89,615.42,4278722,0.0,0.0,45.12,77.37,71.49,1.31,596.55,567.92
2024-05-24 00:00:00+05:30,617.96,625.39,594.59,598.68,5408025,0.0,0.0,40.81,65.7,71.27,-2.72,596.56,569.69
2024-05-27 00:00:00+05:30,601.82,621.1,594.09,619.06,4677642,0.0,0.0,50.8,87.44,76.83,3.4,597.38,571.8
2024-05-28 00:00:00+05:30,622.2,628.93,606.35,610.94,3934824,0.0,0.0,57.35,80.37,77.84,-1.31,597.98,573.87
2024-05-29 00:00:00+05:30,612.98,619.96,600.62,602.22,3836768,0.0,0.0,63.15,72.79,80.2,-1.43,598.03,575.76
2024-05-30 00:00:00+05:30,605.21,620.95,594.64,607.0,6029013,0.0,0.0,74.85,76.95,76.7,0.79,597.0,578.71
2024-05-31 00:00:00+05:30,616.0,630.0,599.4,613.0,47181863,2.0,0.0,68.09,75.38,75.04,0.99,595.85,581.47
2024-06-03 00:00:00+05:30,644.0,663.8,640.0,658.7,6599899,0.0,0.0,76.13,94.49,82.28,7.46,596.78,584.71
2024-06-04 00:00:00+05:30,661.0,661.0,528.0,553.3,11657328,0.0,0.0,40.94,18.63,62.84,-16.0,593.66,585.9
2024-06-05 00:00:00+05:30,575.7,615.0,553.3,608.55,5764910,0.0,0.0,52.09,59.32,57.48,9.99,594.99,588.45
2024-06-06 00:00:00+05:30,614.6,630.0,606.55,625.1,3961169,0.0,0.0,55.28,71.5,49.82,2.72,598.47,591.2
2024-06-07 00:00:00+05:30,628.25,628.45,614.35,625.95,1813016,0.0,0.0,55.45,72.13,67.65,0.14,603.31,593.66
2024-06-10 00:00:00+05:30,629.4,640.45,622.15,629.65,1989705,0.0,0.0,54.54,74.85,72.83,0.59,606.37,595.98
2024-06-11 00:00:00+05:30,632.8,640.9,626.15,638.0,1909258,0.0,0.0,54.95,81.0,75.99,1.33,609.64,598.51
2024-06-12 00:00:00+05:30,640.0,655.0,635.15,650.25,2218295,0.0,0.0,55.57,90.02,81.96,1.92,612.27,601.22
2024-06-13 00:00:00+05:30,656.8,668.85,649.2,659.45,1872711,0.0,0.0,59.95,93.33,88.12,1.41,615.44,603.86
2024-06-14 00:00:00+05:30,662.0,687.35,657.05,683.6,4521695,0.0,0.0,60.44,97.65,93.67,3.66,620.01,607.2
2024-06-18 00:00:00+05:30,694.0,713.45,687.55,706.7,7214644,0.0,0.0,64.78,96.36,95.78,3.38,625.75,610.53
2024-06-19 00:00:00+05:30,712.5,713.75,683.9,698.4,2885290,0.0,0.0,64.86,91.74,95.25,-1.17,630.57,612.9
2024-06-20 00:00:00+05:30,700.5,711.85,697.5,707.1,2111730,0.0,0.0,65.28,96.42,94.84,1.25,635.55,615.42
2024-06-21 00:00:00+05:30,707.1,728.0,700.0,723.65,8848978,0.0,0.0,66.37,97.83,95.33,2.34,640.96,617.95
2024-06-24 00:00:00+05:30,730.0,750.0,724.0,747.1,4406730,0.0,0.0,64.0,98.69,97.65,3.24,648.39,620.39
2024-06-25 00:00:00+05:30,748.0,750.0,716.2,720.1,3018884,0.0,0.0,85.13,84.8,93.77,-3.61,653.44,622.57
2024-06-26 00:00:00+05:30,723.0,726.65,709.05,712.3,2418464,0.0,0.0,77.31,73.72,85.74,-1.08,658.51,624.53
2024-06-27 00:00:00+05:30,720.0,740.95,717.45,735.55,5922164,0.0,0.0,78.08,89.35,82.62,3.26,665.17,626.96
2024-06-28 00:00:00+05:30,739.25,744.0,726.35,734.5,1977411,0.0,0.0,77.57,87.88,83.65,-0.14,671.55,629.5
2024-07-01 00:00:00+05:30,739.85,752.0,735.95,750.2,2266634,0.0,0.0,78.86,98.57,91.93,2.14,678.41,632.5
2024-07-02 00:00:00+05:30,750.4,750.8,727.4,730.5,2628190,0.0,0.0,71.0,81.6,89.35,-2.63,682.0,634.58
2024-07-03 00:00:00+05:30,734.0,739.6,720.0,733.15,1748858,0.0,0.0,69.68,81.66,87.28,0.36,690.99,636.75
2024-07-04 00:00:00+05:30,732.7,736.8,722.1,725.05,1864598,0.0,0.0,65.66,71.62,78.29,-1.1,696.81,639.06
2024-07-05 00:00:00+05:30,726.95,749.0,716.4,736.6,2439370,0.0,0.0,63.46,77.39,76.89,1.59,702.39,641.51
2024-07-08 00:00:00+05:30,742.8,746.85,732.45,742.2,904143,0.0,0.0,59.89,85.61,78.2,0.76,708.2,644.38
2024-07-09 00:00:00+05:30,742.0,744.45,719.0,723.0,1464545,0.0,0.0,56.46,46.79,69.93,-2.59,712.87,646.79
2024-07-10 00:00:00+05:30,727.0,728.8,695.85,724.4,1544967,0.0,0.0,54.73,50.85,61.08,0.19,717.19,649.3
2024-07-11 00:00:00+05:30,731.7,740.5,710.1,713.0,2727483,0.0,0.0,47.01,30.54,42.73,-1.57,720.33,651.53
2024-07-12 00:00:00+05:30,715.0,722.9,708.0,713.15,1542953,0.0,0.0,39.02,30.81,37.4,0.02,723.01,653.25
2024-07-15 00:00:00+05:30,721.35,724.0,699.4,720.45,1560037,0.0,0.0,50.13,43.81,35.05,1.02,724.86,654.93
2024-07-16 00:00:00+05:30,718.95,723.4,705.0,708.35,2140798,0.0,0.0,48.58,22.26,32.29,-1.68,724.94,656.3
2024-07-18 00:00:00+05:30,710.0,717.25,696.3,712.75,2792221,0.0,0.0,40.52,30.1,32.06,0.62,725.65,658.24
2024-07-19 00:00:00+05:30,712.9,717.75,685.55,705.0,2884304,0.0,0.0,38.39,29.27,27.21,-1.09,725.55,660.7
2024-07-22 00:00:00+05:30,717.0,726.0,702.55,709.8,3969726,0.0,0.0,32.6,37.16,32.18,0.68,724.86,663.79
2024-07-23 00:00:00+05:30,717.8,731.95,682.0,697.1,4066282,0.0,0.0,34.69,22.54,29.66,-1.79,722.36,667.14
2024-07-24 00:00:00+05:30,699.0,703.9,680.1,682.35,1984059,0.0,0.0,29.04,3.27,20.99,-2.12,720.47,669.42
2024-07-25 00:00:00+05:30,682.35,689.45,666.0,668.15,3964959,0.0,0.0,27.65,2.59,9.46,-2.08,718.26,671.34
2024-07-26 00:00:00+05:30,670.0,705.8,670.0,693.55,3724008,0.0,0.0,34.75,34.08,13.31,3.8,716.16,673.25
2024-07-29 00:00:00+05:30,698.05,702.7,680.7,692.25,3882488,0.0,0.0,31.75,33.46,23.38,-0.19,714.05,675.18
2024-07-30 00:00:00+05:30,692.0,728.5,691.05,715.25,5078790,0.0,0.0,47.24,66.11,44.55,3.32,712.3,677.64
2024-07-31 00:00:00+05:30,722.0,729.9,716.8,728.0,2972729,0.0,0.0,51.18,83.22,60.93,1.78,712.18,680.36
2024-08-01 00:00:00+05:30,728.5,748.0,722.55,727.65,4012480,0.0,0.0,55.2,75.18,74.84,-0.05,711.9,682.87
2024-08-02 00:00:00+05:30,735.0,735.15,711.0,722.05,1620560,0.0,0.0,53.04,68.35,75.59,-0.77,711.75,685.16
2024-08-05 00:00:00+05:30,691.0,704.55,676.0,684.45,2592232,0.0,0.0,39.81,22.5,55.35,-5.21,709.15,686.54
2024-08-06 00:00:00+05:30,689.95,704.0,680.0,683.4,2635441,0.0,0.0,42.47,21.22,37.36,-0.15,706.21,688.24
2024-08-07 00:00:00+05:30,695.5,698.2,677.55,690.0,2419831,0.0,0.0,43.22,29.27,24.33,0.97,704.56,689.66
2024-08-08 00:00:00+05:30,690.0,718.0,682.3,699.45,2822564,0.0,0.0,48.36,40.79,30.43,1.37,703.31,691.43
2024-08-09 00:00:00+05:30,706.0,715.5,699.15,703.0,1777449,0.0,0.0,47.98,45.12,38.39,0.51,702.81,693.44
2024-08-12 00:00:00+05:30,702.0,702.0,682.1,689.1,2143235,0.0,0.0,47.64,28.17,38.03,-1.98,701.6,695.09
2024-08-13 00:00:00+05:30,690.9,692.2,670.0,672.55,1768877,0.0,0.0,47.14,7.99,27.09,-2.4,699.21,696.28
2024-08-14 00:00:00+05:30,679.15,679.3,642.05,645.95,2440039,0.0,0.0,43.96,3.68,13.28,-3.96,696.09,696.02
2024-08-16 00:00:00+05:30,660.1,667.3,649.3,665.05,1244705,0.0,0.0,41.97,21.71,11.13,2.96,693.7,698.26
2024-08-19 00:00:00+05:30,665.1,674.25,664.0,668.55,1292127,0.0,0.0,43.4,25.01,16.8,0.53,691.88,699.46
2024-08-20 00:00:00+05:30,671.35,714.8,667.9,709.9,3749595,0.0,0.0,48.65,64.04,36.92,6.19,691.89,701.15
2024-08-21 00:00:00+05:30,708.5,721.6,703.25,719.9,1985541,0.0,0.0,47.93,73.48,54.18,1.41,693.03,703.03
2024-08-22 00:00:00+05:30,719.5,719.8,702.45,710.7,1142599,0.0,0.0,45.85,73.74,70.42,-1.28,694.45,704.65
2024-08-23 00:00:00+05:30,725.0,725.0,702.0,703.85,1374459,0.0,0.0,45.57,74.5,73.91,-0.96,696.23,705.97
2024-08-26 00:00:00+05:30,712.6,720.8,701.95,715.55,1630347,0.0,0.0,58.67,88.61,78.95,1.66,697.33,707.28
2024-08-27 00:00:00+05:30,718.9,737.5,716.15,733.1,2632192,0.0,0.0,62.69,95.39,86.17,2.45,699.37,708.75
2024-08-28 00:00:00+05:30,734.0,740.0,723.3,736.6,1830363,0.0,0.0,62.09,96.53,93.51,0.48,700.44,709.81
2024-08-29 00:00:00+05:30,740.0,751.35,715.0,720.05,2918379,0.0,0.0,55.15,71.36,87.76,-2.25,700.04,710.08
2024-08-30 00:00:00+05:30,723.7,727.6,707.0,711.15,2488658,0.0,0.0,51.99,63.22,77.04,-1.24,699.22,710.33
2024-09-02 00:00:00+05:30,715.5,727.0,703.0,705.8,1645640,0.0,0.0,54.25,58.33,64.3,-0.75,698.4,710.3
2024-09-03 00:00:00+05:30,707.0,709.05,690.75,692.7,1737165,0.0,0.0,55.21,46.34,55.96,-1.86,698.82,709.69
2024-09-04 00:00:00+05:30,684.9,701.5,676.25,698.5,2969254,0.0,0.0,65.24,48.21,50.96,0.84,699.57,708.71
2024-09-05 00:00:00+05:30,699.0,724.0,692.15,714.45,3952565,0.0,0.0,64.59,57.76,50.77,2.28,700.79,708.6
2024-09-06 00:00:00+05:30,713.75,719.35,699.0,709.55,1779893,0.0,0.0,62.01,49.91,51.96,-0.69,701.3,708.55
2024-09-09 00:00:00+05:30,708.25,746.35,705.1,730.75,6468992,0.0,0.0,56.92,72.57,60.08,2.99,702.69,708.45
2024-09-10 00:00:00+05:30,738.0,749.0,733.2,744.2,2736107,0.0,0.0,57.89,90.48,70.99,1.84,705.44,708.64
2024-09-11 00:00:00+05:30,746.9,764.8,734.15,741.8,4340246,0.0,0.0,60.56,74.03,79.03,-0.32,708.9,708.48
2024-09-12 00:00:00+05:30,750.0,763.7,742.2,760.1,2804171,0.0,0.0,67.73,94.69,86.4,2.47,714.61,709.07
2024-09-13 00:00:00+05:30,761.2,775.6,757.35,768.25,2841640,0.0,0.0,66.99,92.6,87.11,1.07,719.77,709.77
2024-09-16 00:00:00+05:30,776.0,780.3,756.0,771.6,2569640,0.0,0.0,63.66,91.64,92.98,0.44,724.92,710.7
2024-09-17 00:00:00+05:30,771.6,777.8,745.1,748.55,4098556,0.0,0.0,53.72,69.49,84.58,-2.99,726.86,710.94
2024-09-18 00:00:00+05:30,749.9,758.65,741.0,750.75,2056555,0.0,0.0,60.51,71.6,77.57,0.29,728.4,711.11
2024-09-19 00:00:00+05:30,754.0,764.9,731.0,742.85,1632199,0.0,0.0,60.92,64.01,68.36,-1.05,730.01,711.51
2024-09-20 00:00:00+05:30,745.45,789.5,745.45,782.35,6369882,0.0,0.0,71.35,93.69,76.43,5.32,733.93,712.67
2024-09-23 00:00:00+05:30,785.35,795.0,774.85,792.05,2682083,0.0,0.0,78.25,97.52,85.07,1.24,737.76,714.25
2024-09-24 00:00:00+05:30,793.0,804.9,784.6,789.3,2827447,0.0,0.0,76.27,86.16,92.46,-0.35,740.57,715.77
2024-09-25 00:00:00+05:30,790.0,793.7,776.2,783.9,1029003,0.0,0.0,71.4,80.17,87.95,-0.68,742.93,717.04
2024-09-26 00:00:00+05:30,781.5,789.45,765.4,776.4,1927234,0.0,0.0,70.28,71.44,79.26,-0.96,745.75,718.4
2024-09-27 00:00:00+05:30,776.0,779.45,730.0,740.3,9221236,0.0,0.0,52.66,13.75,55.12,-4.65,747.21,718.95
2024-09-30 00:00:00+05:30,735.0,736.6,721.05,733.05,2831175,0.0,0.0,46.79,14.31,33.17,-0.98,748.57,719.51
2024-10-01 00:00:00+05:30,733.05,736.5,712.1,723.45,2363253,0.0,0.0,44.92,12.23,13.43,-1.31,750.11,719.79
2024-10-03 00:00:00+05:30,713.05,718.8,706.1,708.6,2132369,0.0,0.0,35.48,2.53,9.69,-2.05,750.61,720.02
2024-10-04 00:00:00+05:30,708.65,716.15,691.25,699.5,1876259,0.0,0.0,30.72,7.26,7.34,-1.28,749.86,720.36
2024-10-07 00:00:00+05:30,700.0,704.8,662.2,674.2,3050665,0.0,0.0,25.67,8.41,6.07,-3.62,748.1,720.48
2024-10-08 00:00:00+05:30,685.0,726.7,668.0,722.55,3918488,0.0,0.0,44.24,42.29,19.32,7.17,747.69,721.06
2024-10-09 00:00:00+05:30,722.55,735.9,713.0,730.1,2063258,0.0,0.0,45.53,47.58,32.76,1.04,746.98,721.82
2024-10-10 00:00:00+05:30,730.1,741.45,722.65,728.85,1171351,0.0,0.0,46.88,46.71,45.53,-0.17,746.33,722.09
2024-10-11 00:00:00+05:30,728.05,728.05,705.0,706.7,1686125,0.0,0.0,31.71,31.18,41.82,-3.04,743.66,721.66
2024-10-14 00:00:00+05:30,715.5,718.4,700.0,703.2,1716685,0.0,0.0,27.86,28.73,35.54,-0.5,740.41,721.17
