Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,K,D,Daily_Return,Moving_Avg_20,Moving_Avg_50,K_Above_D,Next_Day_Open,Current_Close,Signal_Correct
2023-02-20 00:00:00+05:30,222.49141075060675,224.37022107259054,219.27764592865356,219.72262573242188,519662,0.0,0.0,,,,,,,False,220.01927518466343,219.72262573242188,False
2023-02-21 00:00:00+05:30,220.01927518466343,228.42450592205506,217.54714849719528,221.0575714111328,1058169,0.0,0.0,,,,0.6075594965520903,,,False,219.277643422896,221.0575714111328,True
2023-02-22 00:00:00+05:30,219.277643422896,223.4802589112717,216.55830398924115,217.29994201660156,470435,0.0,0.0,,,,-1.6998419780621998,,,False,217.54714421110677,217.29994201660156,False
2023-02-23 00:00:00+05:30,217.54714421110677,219.0304201943643,210.13076429481902,211.96014404296875,865514,0.0,0.0,,,,-2.45733980602022,,,False,212.0095933317861,211.96014404296875,False
2023-02-24 00:00:00+05:30,212.0095933317861,216.16277852465115,207.75754720645318,209.38914489746094,586453,0.0,0.0,,,,-1.2129634828831892,,,False,209.29024802025805,209.38914489746094,True
2023-02-27 00:00:00+05:30,209.29024802025805,209.29024802025805,202.3682930077843,205.92816162109375,600032,0.0,0.0,,,,-1.652895272131727,,,False,207.46088234278523,205.92816162109375,False
2023-02-28 00:00:00+05:30,207.46088234278523,234.15985156002267,205.82926961519985,232.0338134765625,7270738,0.0,0.0,,,,12.67706740542993,,,False,227.930086898054,232.0338134765625,True
2023-03-01 00:00:00+05:30,227.930086898054,239.351315528249,225.6557272648525,231.0944061279297,3902719,0.0,0.0,,,,-0.40485795348430553,,,False,227.4356493843077,231.0944061279297,True
2023-03-02 00:00:00+05:30,227.4356493843077,230.25387977083952,224.27133032365003,226.29847717285156,1152491,0.0,0.0,,,,-2.075311573064731,,,False,227.43565557456745,226.29847717285156,False
2023-03-03 00:00:00+05:30,227.43565557456745,246.86656533058127,226.54569600126297,239.94461059570312,5060986,0.0,0.0,,,,6.030148144756775,,,False,241.08180197027036,239.94461059570312,False
2023-03-06 00:00:00+05:30,241.08180197027036,270.9450898810307,239.9940601725086,266.4458312988281,9063044,0.0,0.0,,,,11.04472429588279,,,False,262.04543925723664,266.4458312988281,True
2023-03-08 00:00:00+05:30,262.04543925723664,278.8559013982669,258.3372490790682,274.9993896484375,5458331,0.0,0.0,,,,3.210242887987347,,,False,273.9116293524458,274.9993896484375,True
2023-03-09 00:00:00+05:30,273.9116293524458,273.9116293524458,264.51754820136915,266.7424621582031,2088735,0.0,0.0,,,,-3.0025257513444426,,,False,262.045437357768,266.7424621582031,True
2023-03-10 00:00:00+05:30,262.045437357768,269.9562430138516,259.62274105466093,265.35809326171875,1994714,0.0,0.0,71.39545937234503,82.35294785576315,,-0.5189908218149797,,,False,265.3580859752486,265.35809326171875,True
2023-03-13 00:00:00+05:30,265.3580859752486,270.5989825075627,252.30524493019735,255.96400451660156,1268834,0.0,0.0,65.61567830235882,70.0711038514916,,-3.5401553537136476,,,False,257.2495036918219,255.96400451660156,False
2023-03-14 00:00:00+05:30,257.2495036918219,262.5398609748025,245.03720659421515,247.7565460205078,1794884,0.0,0.0,60.86082185373062,59.34066179845572,70.58823783523682,-3.206489331026785,,,False,249.98146538856028,247.7565460205078,False
2023-03-15 00:00:00+05:30,249.98146538856028,258.4361420742939,248.20153107230092,253.34356689453125,1748338,0.0,0.0,64.4470901176278,66.64514025135846,65.35230196710192,2.255044705684983,,,True,253.14579133645904,253.34356689453125,False
2023-03-16 00:00:00+05:30,253.14579133645904,254.57963699113267,244.44390174153526,251.8108367919922,1438489,0.0,0.0,66.4758778822243,64.64124689556911,63.542349648461105,-0.6050006010916986,,,True,254.1346208666338,251.8108367919922,True
2023-03-17 00:00:00+05:30,254.1346208666338,261.69932241727633,245.48217754919006,249.0914764404297,1426124,0.0,0.0,66.39442721087337,61.0859515885441,64.12411291182389,-1.07992189145093,,,False,249.0914760618811,249.0914764404297,True
2023-03-20 00:00:00+05:30,249.0914760618811,252.89855715123616,241.27956185689786,243.25726318359375,1144417,0.0,0.0,65.1181295442759,51.252526173708134,58.99324155260712,-2.3421970676026693,239.47491836547852,,False,245.72939937883623,243.25726318359375,False
2023-03-21 00:00:00+05:30,245.72939937883623,252.70079984373527,244.54278155449825,249.2398223876953,1456100,0.0,0.0,58.32535582069003,45.7427649837414,52.69374758199788,2.459354810543246,240.95077819824218,,False,249.23983549616503,249.2398223876953,False
2023-03-22 00:00:00+05:30,249.23983549616503,253.3930056441111,246.0260705465324,248.30043029785156,1821148,0.0,0.0,58.3253644332089,44.02178033304294,47.00569049683082,-0.37690288848887255,242.31292114257812,,False,246.71825324125425,248.30043029785156,True
2023-03-23 00:00:00+05:30,246.71825324125425,249.53648381274238,243.75170109807283,245.18553161621094,670337,0.0,0.0,59.28987906319912,35.633267874753116,41.79927106384582,-1.2544878306912755,243.7072006225586,,False,245.1855292938654,245.18553161621094,True
2023-03-24 00:00:00+05:30,245.1855292938654,246.66880535140683,231.93493588196102,234.0609588623047,938094,0.0,0.0,47.03242657585598,4.531072532181446,28.06204024665917,-4.537206041716835,244.8122413635254,,False,235.198137865218,234.0609588623047,False
2023-03-27 00:00:00+05:30,235.198137865218,236.08809743263993,222.54084627308612,224.5679931640625,1022382,0.0,0.0,24.503324547396687,3.5996535677188066,14.587997991551127,-4.055766388544447,245.57118377685546,,False,224.56800441527486,224.5679931640625,False
2023-03-28 00:00:00+05:30,224.56800441527486,227.93009082582995,218.53600899135972,219.82151794433594,1641542,0.0,0.0,14.772750962721517,2.321434856339012,3.48405365207976,-2.1136027235452604,246.26585159301757,,False,220.51371388941223,219.82151794433594,False
2023-03-29 00:00:00+05:30,220.51371388941223,237.32417638322391,220.51371388941223,234.0115203857422,2732107,0.0,0.0,30.575133367080724,29.724601476260652,11.881896633439496,6.455238128689245,246.36473693847657,,True,241.2795771202684,234.0115203857422,True
2023-03-31 00:00:00+05:30,241.2795771202684,247.60821573058007,235.4453638729081,238.16470336914062,2474772,0.0,0.0,34.37501315126835,37.70183117119132,23.24928916793034,1.7747771462500506,246.7182518005371,,True,240.04351242079434,238.16470336914062,True
2023-04-03 00:00:00+05:30,240.04351242079434,251.01976145469814,237.86804385325127,247.50933837890625,1417582,0.0,0.0,45.1392905961807,65.84271167544212,44.42304810763137,3.923601976940305,247.77879486083984,,True,249.7342499343719,247.50933837890625,True
2023-04-05 00:00:00+05:30,249.7342499343719,253.88741990040413,246.22382689464706,250.17922973632812,2125823,0.0,0.0,51.48755200056364,73.31045333041743,58.95166539235029,1.0787032824331577,248.2905258178711,,True,249.1903839111328,250.17922973632812,False
2023-04-06 00:00:00+05:30,249.1903839111328,252.6513614654541,247.70710781642367,249.1903839111328,701373,0.0,0.0,47.297291661494924,71.01951283787967,70.05755928124641,-0.39525496430597995,247.42775344848633,,True,250.1792225669794,249.1903839111328,True
2023-04-10 00:00:00+05:30,250.1792225669794,252.7502403758606,244.44388559316567,245.87771606445312,593191,0.0,0.0,46.226406121864706,63.344782647470666,69.2249162719226,-1.3293722633619165,245.9716697692871,,False,246.02605226755523,245.87771606445312,False
2023-04-11 00:00:00+05:30,246.02605226755523,247.5587738396981,238.56022661382502,239.30186462402344,878776,0.0,0.0,44.064754723795524,58.74123577724283,64.36851042086438,-2.6744397766839234,244.59963989257812,,False,240.58737514770982,239.30186462402344,False
2023-04-12 00:00:00+05:30,240.58737514770982,245.03720323889314,238.3130155500389,241.62567138671875,946572,0.0,0.0,48.966820530480376,65.31468419963883,62.46690087478411,0.9710775828455587,243.41301879882812,,True,241.72455869071928,241.62567138671875,True
2023-04-13 00:00:00+05:30,241.72455869071928,244.64166533565736,240.29072814544443,242.71340942382812,495055,0.0,0.0,45.59412713726785,68.39161383027795,64.14917793571988,0.45017486381588867,242.75048904418946,,True,241.7739888310705,242.71340942382812,False
2023-04-17 00:00:00+05:30,241.7739888310705,248.20151818649774,240.53792549348833,245.58106994628906,811878,0.0,0.0,48.21078692204671,76.50348390482502,70.0699273115806,1.1815006551423757,242.6417152404785,,True,246.66879739379252,245.58106994628906,True
2023-04-18 00:00:00+05:30,246.66879739379252,248.89371140832822,243.45503270612983,244.9383087158203,497794,0.0,0.0,49.83186932421472,74.68527859437076,73.19345877649124,-0.2617307720865214,242.22145233154296,,True,244.9877655947375,244.9383087158203,True
2023-04-19 00:00:00+05:30,244.9877655947375,249.53648493690682,243.25727683675248,245.284423828125,765711,0.0,0.0,58.94405480290249,75.66434874575795,75.61770374831791,0.1413070556905982,241.8951316833496,,True,246.27328554097733,245.284423828125,True
2023-04-20 00:00:00+05:30,246.27328554097733,258.98000879222985,244.9383309754716,256.5573425292969,3103454,0.0,0.0,74.78927764836646,94.00982525254375,81.45315086422416,4.5958559150380385,242.26842498779297,,True,257.1011837307436,256.5573425292969,True
2023-04-21 00:00:00+05:30,257.1011837307436,257.1011837307436,247.75654757057063,250.8219757080078,1115255,0.0,0.0,73.66033766576186,78.7917367533506,82.82197025055076,-2.2355106911953304,242.64666061401368,,False,251.16808379523744,250.8219757080078,False
2023-04-24 00:00:00+05:30,251.16808379523744,258.28782107611283,247.41044802781198,256.31011962890625,1193931,0.0,0.0,69.6257365891026,88.65549417687774,87.15235206092404,2.18806342841642,243.00017547607422,,True,257.0022888183594,256.31011962890625,True
2023-04-25 00:00:00+05:30,257.0022888183594,263.0837145387653,253.78852406932157,257.0022888183594,1795555,0.0,0.0,67.65519190264317,75.88235587205851,81.10986226742897,0.270051448009645,243.4352684020996,,False,257.8428010884722,257.0022888183594,False
2023-04-26 00:00:00+05:30,257.8428010884722,259.82050234322554,254.13461123580956,255.42010498046875,489752,0.0,0.0,58.67672714467996,69.06179530184265,77.86654845025964,-0.6156302518414036,243.9469970703125,,False,255.91455031613683,255.42010498046875,False
2023-04-27 00:00:00+05:30,255.91455031613683,258.38667707799027,251.71194990965031,253.68963623046875,1004465,0.0,0.0,53.93131704196153,62.075844882003615,69.00666535196827,-0.6774990363943023,244.9284309387207,,False,255.5684818655544,253.68963623046875,False
2023-04-28 00:00:00+05:30,255.5684818655544,259.3261025484225,254.2335273517649,257.79339599609375,779466,0.0,0.0,59.00619947254166,78.64283706697462,69.92682575027364,1.6176300406284039,246.58970108032227,,True,258.09003857506957,257.79339599609375,True
2023-05-02 00:00:00+05:30,258.09003857506957,260.9082691696885,253.64021032377525,254.82684326171875,584951,0.0,0.0,59.43692231051978,66.66678126118114,69.1284877367198,-1.1507481496616623,248.3399673461914,,False,254.8268379080737,254.82684326171875,True
2023-05-03 00:00:00+05:30,254.8268379080737,261.3532283976627,253.29410121398712,258.683349609375,958138,0.0,0.0,71.68137997758437,82.23560452858838,75.84840761891472,1.5133830872344323,249.57355880737305,,True,257.64503256596277,258.683349609375,False
2023-05-04 00:00:00+05:30,257.64503256596277,262.0454301622601,253.78852094998373,255.96400451660156,871466,0.0,0.0,65.899085962068,68.76359289079349,72.55532622685435,-1.051225406227263,250.4635238647461,,False,256.1123275308732,255.96400451660156,False
2023-05-05 00:00:00+05:30,256.1123275308732,260.36437340736575,254.1346261599784,257.5461730957031,668019,0.0,0.0,66.26894707738695,75.43868865293837,75.4792953574401,0.61812151364391,250.96536560058593,,False,258.09003346494205,257.5461730957031,False
2023-05-08 00:00:00+05:30,258.09003346494205,269.9562419001118,256.7056485163047,260.1666259765625,2756977,0.0,0.0,66.08503058057147,63.333350561276156,69.17854403500267,1.0174691587770734,251.46473541259766,244.19668243408202,False,261.3038017580468,260.1666259765625,False
2023-05-09 00:00:00+05:30,261.3038017580468,263.2320727255846,255.3212669959181,257.5956115722656,704715,0.0,0.0,63.38910695383447,53.70370986847928,64.1585830275646,-0.98821837529941,251.8849967956543,244.9541421508789,False,257.59561847785443,257.5956115722656,False
2023-05-10 00:00:00+05:30,257.59561847785443,265.6053155293305,257.59561847785443,261.8971252441406,894094,0.0,0.0,66.21619447815588,67.7866122385393,61.60789088943159,1.6698707115467615,252.68596725463868,245.77093322753908,True,265.01196944061553,261.8971252441406,True
2023-05-11 00:00:00+05:30,265.01196944061553,267.97852133733886,258.18890611361724,259.86993408203125,1063925,0.0,0.0,53.9457374316338,55.26301768210173,58.91777992970679,-0.7740410133252218,253.71437072753906,246.62233306884767,False,259.8699582344507,259.86993408203125,False
2023-05-12 00:00:00+05:30,259.8699582344507,263.82536113103185,256.11233755363025,257.0517578125,938972,0.0,0.0,57.97470362092856,42.763230424693546,55.27095344844488,-1.0844564529891576,254.4856750488281,247.52416534423827,False,256.11232727860425,257.0517578125,True
2023-05-15 00:00:00+05:30,256.11232727860425,257.7933855131402,252.75024098686038,253.19520568847656,526815,0.0,0.0,45.83879798686038,8.129971717190914,35.385406607995414,-1.5003017901307314,255.00976486206054,248.4002865600586,False,253.1952167348851,253.19520568847656,False
2023-05-16 00:00:00+05:30,253.1952167348851,256.7056549243159,251.01976324052973,252.05804443359375,565802,0.0,0.0,43.472608104275174,5.482968675058495,18.792056938981,-0.4491243235789977,255.33361358642577,249.32288421630858,False,252.79968038661008,252.05804443359375,False
2023-05-17 00:00:00+05:30,252.79968038661008,253.24467528128486,244.39444927146184,246.02606201171875,550416,0.0,0.0,38.90192416545588,6.383013757916883,6.665318050055444,-2.3930926050900747,255.38800125122071,249.60272918701173,False,246.61936501425473,246.02606201171875,False
2023-05-18 00:00:00+05:30,246.61936501425473,248.0532106378011,242.31787340960955,243.99891662597656,560835,0.0,0.0,38.63112591577928,6.082280931107399,5.982754454694273,-0.8239555472971061,255.32372589111327,249.86081939697266,True,244.54277979936387,243.99891662597656,True
2023-05-19 00:00:00+05:30,244.54277979936387,245.48218494152812,238.36246295793566,241.08180236816406,536788,0.0,0.0,29.832930990352978,8.607198952697027,7.02416454724045,-1.1955439385348265,254.54994888305663,250.15648590087892,True,241.03234790226657,241.08180236816406,False
2023-05-22 00:00:00+05:30,241.03234790226657,245.87771009129798,239.40075035193206,242.41673278808594,580992,0.0,0.0,34.40990026510353,12.832494136173189,9.173991339992552,0.5537250870073063,254.12968673706055,250.20592834472657,True,243.45504488988522,242.41673278808594,True
2023-05-23 00:00:00+05:30,243.45504488988522,251.36585067079886,243.10895619016898,245.38330078125,1027848,0.0,0.0,32.909793058446525,22.22221607666521,14.553969721845156,1.2237472055022458,253.58334579467774,249.784677734375,True,237.32416689730027,245.38330078125,False
2023-05-24 00:00:00+05:30,237.32416689730027,252.8985653499356,237.32416689730027,246.916015625,2421319,0.0,0.0,38.00786708867159,29.393928295621112,21.482879502819852,0.6246206807350552,253.07903213500975,249.22301025390624,True,246.71823582690362,246.916015625,False
2023-05-25 00:00:00+05:30,246.71823582690362,259.3755120068121,245.28440540997096,255.815673828125,2524854,0.0,0.0,48.079023430460005,56.666659810114794,36.09426806080038,3.6043260217843542,253.09881057739258,249.0044744873047,True,254.67848789227807,255.815673828125,False
2023-05-26 00:00:00+05:30,254.67848789227807,258.5844602616164,251.4647381784558,253.04689025878906,777989,0.0,0.0,42.12253153273309,51.29034242832679,45.78364351135425,-1.0823353893460785,253.0666732788086,248.75825042724608,True,254.92569786582524,253.04689025878906,True
2023-05-29 00:00:00+05:30,254.92569786582524,255.42012321481042,248.20152519055824,249.882568359375,669161,0.0,0.0,41.57667019498161,40.967757082079714,49.641586440173775,-1.250488356595858,252.67113189697267,248.63662170410157,False,251.01977424560283,249.882568359375,False
2023-05-30 00:00:00+05:30,251.01977424560283,266.29750055065455,248.7454144546442,258.2383728027344,5852335,0.0,0.0,46.32936234573004,68.225889233268,53.494662914558184,3.3438924924696023,252.84170837402343,248.8462582397461,True,259.4249933188074,258.2383728027344,True
2023-05-31 00:00:00+05:30,259.4249933188074,261.7487985542574,250.17923301957467,251.217529296875,1309255,0.0,0.0,42.11004231583318,47.95223968977515,52.38196200170763,-2.7187452544949697,252.46841735839843,248.80373748779297,False,252.2063736961978,251.217529296875,False
2023-06-01 00:00:00+05:30,252.2063736961978,256.0629004739445,249.73424694969253,250.62420654296875,1119477,0.0,0.0,43.89096212314142,45.90441612551104,54.027515016184736,-0.2361788827264122,252.2014274597168,248.7800048828125,False,253.86354284063535,250.62420654296875,False
2023-06-02 00:00:00+05:30,253.86354284063535,254.95993644067747,248.9796408957453,250.07601928710938,1257856,2.0,0.0,46.83643114507144,44.01237545660475,45.95634375729699,-0.2187287746147515,251.82791976928712,248.79969573974608,False,251.27207838592065,250.07601928710938,False
2023-06-05 00:00:00+05:30,251.27207838592065,253.81369170240302,248.18225308730655,248.78028869628906,939922,0.0,0.0,46.68626421956417,39.54022666515802,43.15233941575795,-0.5181346834110867,251.25860290527345,248.91015625,False,250.07601283684753,248.78028869628906,False
2023-06-06 00:00:00+05:30,250.07601283684753,264.1297130884194,249.47799242298598,262.4851379394531,4108109,0.0,0.0,64.4049390102215,86.84182270216579,56.7981416079762,5.508816359601121,251.50307922363282,249.17506256103516,True,263.830722597942,262.4851379394531,True
2023-06-07 00:00:00+05:30,263.830722597942,273.10016871210354,263.48186593399896,267.119873046875,4613115,0.0,0.0,69.35210848843705,83.28405813431607,69.88870250054664,1.7657133443078843,251.76421661376952,249.55145141601562,True,267.1198518054423,267.119873046875,False
2023-06-08 00:00:00+05:30,267.1198518054423,273.00046932515096,261.4385592083102,263.232666015625,2449975,0.0,0.0,68.24387959694732,72.41865441656033,80.84817841768074,-1.4552294394688747,251.9323532104492,249.9123941040039,False,263.2825031935109,263.232666015625,False
